  33.71
 165.00
 577320463
Year Mnth Day Hr	Dayl(s)	PRCP(mm/day)	SRAD(W/m2)	SWE(mm)	Tmax(C)	Tmin(C)	Vp(Pa)
1980 12 22 12	35251.20	0.00	224.99	0.00	3.63	3.63	486.72
1980 12 23 12	35251.20	0.26	120.95	0.00	6.87	6.87	786.43
1980 12 24 12	35251.20	5.15	198.43	0.00	9.98	9.98	1080.48
1980 12 25 12	35251.20	0.00	311.12	0.00	-1.87	-1.87	326.73
1980 12 26 12	35251.20	0.00	235.90	0.00	0.40	0.40	315.76
1980 12 27 12	35251.20	0.00	255.68	0.00	2.41	2.41	466.14
1980 12 28 12	35251.20	0.00	309.07	0.00	2.62	2.62	466.83
1980 12 29 12	35251.20	0.00	206.61	0.00	6.06	6.06	655.17
1980 12 30 12	35251.20	0.00	314.80	0.00	4.20	4.20	640.94
1980 12 31 12	35251.20	0.00	276.44	0.00	4.98	4.98	624.84
1981 01 01 12	35251.20	0.00	306.88	0.00	6.12	6.12	652.98
1981 01 02 12	35251.20	0.00	316.09	0.00	4.74	4.74	570.65
1981 01 03 12	35268.21	0.00	307.70	0.00	4.68	4.68	513.06
1981 01 04 12	35404.62	0.00	315.43	0.00	1.63	1.63	478.15
1981 01 05 12	35536.19	0.00	312.60	0.00	-2.70	-2.70	229.13
1981 01 06 12	35596.80	7.07	83.03	0.00	-1.29	-1.29	387.20
1981 01 07 12	35596.80	8.51	319.34	0.00	2.04	2.04	599.68
1981 01 08 12	35596.80	0.00	311.21	0.00	0.30	0.30	338.68
1981 01 09 12	35596.80	0.00	310.79	0.00	3.40	3.40	429.76
1981 01 10 12	35596.80	0.00	327.41	0.00	-1.02	-1.02	386.24
1981 01 11 12	35675.46	0.00	205.17	0.00	-3.26	-3.26	285.08
1981 01 12 12	35932.83	0.00	336.82	0.00	-5.92	-5.92	220.44
1981 01 13 12	35942.40	0.00	329.07	0.00	-2.86	-2.86	273.31
1981 01 14 12	35942.40	0.00	255.95	0.00	2.17	2.17	518.30
1981 01 15 12	35942.40	0.00	327.45	0.00	4.44	4.44	614.78
1981 01 16 12	35942.40	0.00	284.66	0.00	2.15	2.15	510.99
1981 01 17 12	36165.09	0.00	340.18	0.00	-2.37	-2.37	309.37
1981 01 18 12	36288.00	0.00	339.98	0.00	-1.94	-1.94	289.10
1981 01 19 12	36288.00	0.01	279.54	0.00	2.14	2.14	369.57
1981 01 20 12	36288.00	14.95	86.05	0.00	5.61	5.61	689.70
1981 01 21 12	36305.01	5.08	162.97	0.00	5.31	5.31	819.37
1981 01 22 12	36624.03	0.00	205.11	0.00	6.01	6.01	798.45
1981 01 23 12	36633.60	0.00	285.66	0.00	7.02	7.02	800.03
1981 01 24 12	36633.60	0.00	343.86	0.00	7.27	7.27	695.64
1981 01 25 12	36633.60	0.00	343.39	0.00	8.42	8.42	749.55
1981 01 26 12	36918.59	0.00	307.65	0.00	10.98	10.98	1032.48
1981 01 27 12	36979.20	0.48	256.81	0.00	13.99	13.99	1231.07
1981 01 28 12	36979.20	0.18	358.42	0.00	8.81	8.81	712.58
1981 01 29 12	36979.20	0.01	354.67	0.00	8.86	8.86	592.18
1981 01 30 12	37315.23	0.40	317.94	0.00	9.44	9.44	887.34
1981 01 31 12	37324.80	0.37	325.36	0.00	4.03	4.03	610.15
1981 02 01 12	37324.80	19.00	104.28	0.00	8.49	8.49	996.60
1981 02 02 12	37403.46	10.50	279.87	0.00	2.50	2.50	588.54
1981 02 03 12	37670.40	0.00	382.66	0.00	-1.84	-1.84	253.51
1981 02 04 12	37670.40	0.00	356.08	0.00	0.61	0.61	359.93
1981 02 05 12	37670.40	0.03	274.61	0.00	-0.72	-0.72	289.40
1981 02 06 12	38006.43	0.63	185.75	0.00	3.87	3.87	564.21
1981 02 07 12	38016.00	0.01	236.46	0.00	8.30	8.30	886.77
1981 02 08 12	38016.00	0.33	347.59	0.00	7.99	7.99	838.78
1981 02 09 12	38238.69	0.00	347.80	0.00	3.43	3.43	421.61
1981 02 10 12	38361.60	48.77	202.46	0.00	8.99	8.99	994.70
1981 02 11 12	38361.60	5.17	301.29	0.00	2.32	2.32	711.08
1981 02 12 12	38440.26	0.00	400.97	0.00	-6.80	-6.80	241.45
1981 02 13 12	38707.20	0.00	203.87	0.00	-1.43	-1.43	367.58
1981 02 14 12	38707.20	0.00	292.22	0.00	3.75	3.75	565.49
1981 02 15 12	38724.21	0.31	106.98	0.00	7.89	7.89	873.17
1981 02 16 12	39052.80	4.96	114.33	0.00	12.29	12.29	1297.16
1981 02 17 12	39052.80	4.65	226.12	0.00	13.64	13.64	1433.09
1981 02 18 12	39069.81	3.45	316.58	0.00	15.53	15.53	1524.78
1981 02 19 12	39398.40	0.04	376.46	0.00	17.17	17.17	1514.65
1981 02 20 12	39398.40	0.00	415.48	0.00	13.88	13.88	1049.85
1981 02 21 12	39415.41	0.00	392.68	0.00	14.24	14.24	881.24
1981 02 22 12	39744.00	4.33	274.61	0.00	16.48	16.48	1409.75
1981 02 23 12	39744.00	0.22	426.26	0.00	10.47	10.47	767.30
1981 02 24 12	39897.43	0.00	430.39	0.00	8.67	8.67	597.21
1981 02 25 12	40089.60	0.00	421.72	0.00	12.98	12.98	695.36
1981 02 26 12	40089.60	0.00	371.77	0.00	15.32	15.32	962.67
1981 02 27 12	40425.63	0.00	421.14	0.00	18.22	18.22	1050.81
1981 02 28 12	40435.20	0.35	149.83	0.00	14.51	14.51	1115.28
1981 03 01 12	40435.20	8.55	142.33	0.00	12.64	12.64	1322.81
1981 03 02 12	40780.80	1.70	466.63	0.00	9.76	9.76	907.47
1981 03 03 12	40780.80	0.00	451.38	0.00	9.36	9.36	723.61
1981 03 04 12	40780.80	30.96	144.92	0.00	9.79	9.79	1007.83
1981 03 05 12	41126.40	3.91	418.91	0.00	13.56	13.56	1333.41
1981 03 06 12	41126.40	0.00	475.07	0.00	6.70	6.70	699.98
1981 03 07 12	41126.40	0.00	419.52	0.00	7.26	7.26	651.39
1981 03 08 12	41472.00	0.03	300.26	0.00	6.42	6.42	585.80
1981 03 09 12	41472.00	0.01	483.53	0.00	7.00	7.00	604.04
1981 03 10 12	41817.60	0.00	415.23	0.00	6.97	6.97	631.61
1981 03 11 12	41817.60	0.00	490.64	0.00	11.44	11.44	769.96
1981 03 12 12	41817.60	0.00	438.58	0.00	9.01	9.01	557.73
1981 03 13 12	42163.20	0.00	445.15	0.00	11.72	11.72	733.71
1981 03 14 12	42163.20	0.29	500.90	0.00	11.66	11.66	752.12
1981 03 15 12	42163.20	1.54	337.71	0.00	11.40	11.40	690.07
1981 03 16 12	42508.80	5.93	506.81	0.00	12.77	12.77	987.82
1981 03 17 12	42508.80	0.00	502.32	0.00	9.43	9.43	642.06
1981 03 18 12	42844.83	13.15	277.19	0.00	11.59	11.59	1050.71
1981 03 19 12	42854.40	0.18	506.84	0.00	5.12	5.12	559.15
1981 03 20 12	42854.40	2.42	508.60	0.00	5.55	5.55	533.65
1981 03 21 12	43200.00	0.04	352.63	0.00	10.03	10.03	718.81
1981 03 22 12	43200.00	30.28	290.93	0.00	11.41	11.41	1131.42
1981 03 23 12	43200.00	0.16	319.74	0.00	9.31	9.31	905.76
1981 03 24 12	43545.60	0.00	483.73	0.00	10.71	10.71	801.66
1981 03 25 12	43545.60	0.00	491.14	0.00	11.19	11.19	694.65
1981 03 26 12	43555.17	0.00	515.12	0.00	13.89	13.89	763.74
1981 03 27 12	43891.20	0.00	508.35	0.00	13.94	13.94	973.12
1981 03 28 12	43891.20	0.00	510.34	0.00	16.14	16.14	1058.92
1981 03 29 12	44236.80	9.71	158.42	0.00	16.20	16.20	1481.81
1981 03 30 12	44236.80	72.82	521.70	0.00	16.99	16.99	1562.84
1981 03 31 12	44236.80	0.00	521.43	0.00	18.04	18.04	1420.64
1981 04 01 12	44582.40	24.20	476.13	0.00	21.12	21.12	1742.85
1981 04 02 12	44582.40	0.00	514.47	0.00	17.29	17.29	910.27
1981 04 03 12	44582.40	0.03	317.59	0.00	17.62	17.62	1393.47
1981 04 04 12	44928.00	5.41	327.11	0.00	20.48	20.48	1957.20
1981 04 05 12	44928.00	23.65	511.55	0.00	18.37	18.37	1594.72
1981 04 06 12	45273.60	0.00	519.68	0.00	12.33	12.33	775.45
1981 04 07 12	45273.60	0.00	258.39	0.00	12.81	12.81	901.80
1981 04 08 12	45273.60	0.00	205.50	0.00	14.96	14.96	1310.28
1981 04 09 12	45619.20	0.14	349.42	0.00	19.94	19.94	1866.45
1981 04 10 12	45619.20	0.00	487.97	0.00	22.38	22.38	1981.23
1981 04 11 12	45619.20	0.00	505.90	0.00	20.70	20.70	1791.27
1981 04 12 12	45964.80	0.00	419.59	0.00	21.23	21.23	1913.76
1981 04 13 12	45964.80	0.00	483.89	0.00	22.23	22.23	1977.74
1981 04 14 12	45974.37	0.00	452.51	0.00	21.75	21.75	1885.78
1981 04 15 12	46310.40	0.00	306.67	0.00	18.22	18.22	1513.62
1981 04 16 12	46310.40	0.00	431.25	0.00	18.86	18.86	1610.07
1981 04 17 12	46502.57	1.56	382.76	0.00	22.07	22.07	2076.19
1981 04 18 12	46656.00	0.11	276.28	0.00	22.93	22.93	2131.25
1981 04 19 12	46656.00	0.29	395.41	0.00	22.81	22.81	1974.73
1981 04 20 12	46984.59	0.95	338.84	0.00	23.23	23.23	2165.08
1981 04 21 12	47001.60	0.09	511.67	0.00	18.39	18.39	1628.07
1981 04 22 12	47001.60	1.46	325.48	0.00	20.07	20.07	1853.10
1981 04 23 12	47330.19	6.64	309.44	0.00	22.05	22.05	2158.68
1981 04 24 12	47347.20	1.20	531.83	0.00	18.11	18.11	1417.52
1981 04 25 12	47347.20	0.00	532.94	0.00	16.52	16.52	1066.77
1981 04 26 12	47675.79	0.00	522.62	0.00	19.62	19.62	1336.12
1981 04 27 12	47692.80	0.00	523.09	0.00	20.71	20.71	1504.84
1981 04 28 12	47692.80	0.02	521.25	0.00	21.24	21.24	1578.23
1981 04 29 12	47959.74	4.20	353.37	0.00	21.68	21.68	2016.96
1981 04 30 12	48038.40	0.42	513.90	0.00	23.80	23.80	2068.55
1981 05 01 12	48038.40	0.01	424.66	0.00	20.35	20.35	1547.09
1981 05 02 12	48161.31	0.00	595.55	0.00	15.88	15.88	1155.11
1981 05 03 12	48384.00	0.00	580.33	0.00	16.72	16.72	1147.30
1981 05 04 12	48384.00	0.00	498.06	0.00	19.64	19.64	1501.67
1981 05 05 12	48393.57	0.11	259.14	0.00	21.62	21.62	1953.15
1981 05 06 12	48729.60	1.78	201.62	0.00	19.98	19.98	2000.26
1981 05 07 12	48729.60	0.00	336.63	0.00	18.32	18.32	1716.95
1981 05 08 12	48729.60	0.00	375.57	0.00	17.94	17.94	1571.34
1981 05 09 12	48996.54	0.00	421.04	0.00	19.27	19.27	1625.83
1981 05 10 12	49075.20	1.69	335.60	0.00	20.36	20.36	1887.57
1981 05 11 12	49075.20	0.23	442.80	0.00	14.92	14.92	1330.53
1981 05 12 12	49084.77	0.00	593.51	0.00	15.43	15.43	1223.74
1981 05 13 12	49420.80	0.00	548.68	0.00	17.94	17.94	1373.33
1981 05 14 12	49420.80	0.17	517.43	0.00	20.03	20.03	1779.41
1981 05 15 12	49420.80	0.00	549.90	0.00	15.23	15.23	1234.86
1981 05 16 12	49481.41	0.27	198.86	0.00	14.40	14.40	1241.67
1981 05 17 12	49766.40	12.27	333.35	0.00	17.68	17.68	1676.72
1981 05 18 12	49766.40	5.47	504.32	0.00	22.82	22.82	2123.06
1981 05 19 12	49766.40	27.38	372.35	0.00	23.52	23.52	2343.80
1981 05 20 12	49775.97	0.44	378.35	0.00	17.08	17.08	1612.95
1981 05 21 12	50094.99	0.00	583.81	0.00	17.23	17.23	1369.91
1981 05 22 12	50112.00	0.00	554.25	0.00	18.88	18.88	1463.22
1981 05 23 12	50112.00	0.00	555.85	0.00	20.09	20.09	1654.48
1981 05 24 12	50112.00	0.04	578.28	0.00	21.45	21.45	1870.61
1981 05 25 12	50234.91	0.90	396.48	0.00	23.72	23.72	2291.85
1981 05 26 12	50457.60	17.07	334.05	0.00	22.38	22.38	2169.62
1981 05 27 12	50457.60	7.10	434.05	0.00	22.20	22.20	2164.04
1981 05 28 12	50457.60	0.00	563.61	0.00	22.92	22.92	1944.49
1981 05 29 12	50457.60	0.36	372.94	0.00	24.35	24.35	2168.45
1981 05 30 12	50467.17	0.19	546.70	0.00	25.94	25.94	2513.82
1981 05 31 12	50724.54	1.96	465.94	0.00	26.02	26.02	2513.39
1981 06 01 12	50803.20	20.03	361.26	0.00	25.66	25.66	2681.25
1981 06 02 12	50803.20	8.90	328.69	0.00	24.35	24.35	2542.58
1981 06 03 12	50803.20	6.30	409.97	0.00	24.97	24.97	2578.17
1981 06 04 12	50803.20	9.69	433.10	0.00	26.90	26.90	2874.92
1981 06 05 12	50803.20	0.03	365.51	0.00	27.57	27.57	2958.60
1981 06 06 12	50812.77	1.68	409.01	0.00	25.60	25.60	2755.08
1981 06 07 12	50995.38	2.80	389.71	0.00	25.95	25.95	2704.58
1981 06 08 12	51131.79	0.65	325.86	0.00	26.01	26.01	2857.08
1981 06 09 12	51148.80	0.03	552.67	0.00	28.52	28.52	3085.11
1981 06 10 12	51148.80	1.57	539.93	0.00	28.89	28.89	3130.78
1981 06 11 12	51148.80	5.76	413.05	0.00	28.05	28.05	2997.76
1981 06 12 12	51148.80	7.02	397.75	0.00	26.82	26.82	2845.66
1981 06 13 12	51148.80	0.24	515.63	0.00	27.90	27.90	2783.29
1981 06 14 12	51148.80	0.00	558.09	0.00	27.55	27.55	2739.84
1981 06 15 12	51148.80	0.00	537.35	0.00	27.20	27.20	2582.42
1981 06 16 12	51148.80	0.22	498.45	0.00	27.34	27.34	2691.32
1981 06 17 12	51148.80	0.00	529.59	0.00	26.19	26.19	2566.11
1981 06 18 12	51148.80	0.11	559.56	0.00	26.03	26.03	2208.74
1981 06 19 12	51148.80	0.16	444.16	0.00	26.39	26.39	2211.70
1981 06 20 12	51148.80	0.00	508.80	0.00	28.72	28.72	2748.33
1981 06 21 12	51148.80	0.00	570.19	0.00	27.99	27.99	2628.58
1981 06 22 12	51148.80	0.00	532.31	0.00	27.88	27.88	2704.22
1981 06 23 12	51148.80	0.00	546.75	0.00	29.55	29.55	2655.68
1981 06 24 12	51148.80	0.06	542.25	0.00	28.85	28.85	2486.38
1981 06 25 12	51148.80	1.58	508.66	0.00	28.68	28.68	2749.43
1981 06 26 12	51148.80	15.77	573.61	0.00	27.75	27.75	2492.52
1981 06 27 12	51148.80	0.09	583.77	0.00	23.39	23.39	1700.04
1981 06 28 12	51148.80	0.03	504.85	0.00	26.06	26.06	2114.01
1981 06 29 12	51148.80	12.15	267.42	0.00	25.67	25.67	2535.22
1981 06 30 12	51148.80	1.44	408.63	0.00	25.94	25.94	2248.77
1981 07 01 12	51148.80	18.04	335.84	0.00	26.20	26.20	2566.22
1981 07 02 12	51148.80	11.21	373.36	0.00	24.15	24.15	2388.18
1981 07 03 12	51148.80	0.26	325.17	0.00	24.23	24.23	2405.73
1981 07 04 12	51148.80	0.12	337.59	0.00	24.92	24.92	2547.32
1981 07 05 12	51070.14	13.13	326.10	0.00	25.32	25.32	2688.21
1981 07 06 12	50926.11	3.57	414.43	0.00	25.50	25.50	2625.07
1981 07 07 12	50803.20	0.16	635.10	0.00	27.80	27.80	2679.49
1981 07 08 12	50803.20	0.05	626.37	0.00	28.35	28.35	2583.23
1981 07 09 12	50803.20	0.05	611.91	0.00	29.44	29.44	2735.44
1981 07 10 12	50803.20	0.71	548.11	0.00	29.32	29.32	2780.24
1981 07 11 12	50803.20	1.40	554.46	0.00	29.78	29.78	2744.22
1981 07 12 12	50786.19	0.00	554.45	0.00	29.20	29.20	2853.20
1981 07 13 12	50580.52	0.00	562.45	0.00	30.31	30.31	2931.43
1981 07 14 12	50457.60	0.00	507.12	0.00	30.57	30.57	2917.93
1981 07 15 12	50457.60	0.00	418.23	0.00	30.05	30.05	2948.08
1981 07 16 12	50457.60	0.00	356.20	0.00	30.40	30.40	2990.13
1981 07 17 12	50457.60	0.20	398.99	0.00	30.49	30.49	3031.85
1981 07 18 12	50378.94	0.07	560.12	0.00	30.03	30.03	2780.94
1981 07 19 12	50121.57	2.62	433.61	0.00	30.29	30.29	2940.85
1981 07 20 12	50112.00	0.82	505.61	0.00	29.74	29.74	3038.96
1981 07 21 12	50112.00	0.31	539.35	0.00	30.20	30.20	2919.13
1981 07 22 12	50112.00	0.00	639.85	0.00	28.98	28.98	2704.21
1981 07 23 12	49958.57	0.00	606.70	0.00	28.29	28.29	2269.61
1981 07 24 12	49766.40	4.57	549.26	0.00	29.86	29.86	2527.78
1981 07 25 12	49766.40	16.54	395.64	0.00	29.67	29.67	2875.44
1981 07 26 12	49766.40	3.57	489.80	0.00	29.36	29.36	2755.95
1981 07 27 12	49687.74	0.70	505.06	0.00	29.15	29.15	2722.06
1981 07 28 12	49420.80	0.43	432.04	0.00	28.33	28.33	2747.02
1981 07 29 12	49420.80	7.27	371.08	0.00	27.93	27.93	2793.16
1981 07 30 12	49420.80	0.59	549.42	0.00	25.86	25.86	2358.26
1981 07 31 12	49267.38	0.00	631.93	0.00	26.30	26.30	2172.73
1981 08 01 12	49075.20	0.00	535.12	0.00	25.42	25.42	2275.29
1981 08 02 12	49075.20	0.00	403.10	0.00	26.26	26.26	2413.46
1981 08 03 12	49075.20	0.00	405.76	0.00	26.78	26.78	2523.39
1981 08 04 12	48739.17	0.21	506.95	0.00	29.02	29.02	2680.51
1981 08 05 12	48729.60	0.99	322.87	0.00	29.27	29.27	2764.72
1981 08 06 12	48729.60	8.93	346.27	0.00	28.12	28.12	2892.30
1981 08 07 12	48650.94	21.94	300.85	0.00	28.08	28.08	3028.82
1981 08 08 12	48384.00	3.56	343.09	0.00	26.74	26.74	2722.48
1981 08 09 12	48384.00	0.00	569.65	0.00	27.59	27.59	2287.65
1981 08 10 12	48384.00	0.72	513.45	0.00	28.25	28.25	2282.91
1981 08 11 12	48038.40	3.65	331.21	0.00	27.55	27.55	2569.65
1981 08 12 12	48038.40	3.29	278.92	0.00	27.24	27.24	2552.18
1981 08 13 12	48038.40	0.96	523.83	0.00	26.79	26.79	2412.66
1981 08 14 12	47692.80	0.10	371.88	0.00	28.72	28.72	2681.14
1981 08 15 12	47692.80	0.00	323.14	0.00	28.42	28.42	2805.37
1981 08 16 12	47692.80	11.73	316.11	0.00	28.72	28.72	2826.00
1981 08 17 12	47347.20	13.49	322.30	0.00	27.86	27.86	2945.29
1981 08 18 12	47347.20	9.24	256.58	0.00	26.09	26.09	2767.19
1981 08 19 12	47347.20	6.60	273.46	0.00	21.58	21.58	2219.73
1981 08 20 12	47001.60	7.33	264.53	0.00	19.17	19.17	1994.68
1981 08 21 12	47001.60	3.05	417.37	0.00	21.16	21.16	2107.40
1981 08 22 12	47001.60	0.02	228.67	0.00	23.35	23.35	2270.30
1981 08 23 12	46656.00	0.08	339.34	0.00	25.14	25.14	2366.05
1981 08 24 12	46656.00	0.00	434.22	0.00	25.85	25.85	2388.14
1981 08 25 12	46656.00	0.00	552.72	0.00	26.46	26.46	2263.79
1981 08 26 12	46310.40	0.22	574.60	0.00	27.45	27.45	2218.78
1981 08 27 12	46310.40	1.52	446.89	0.00	26.25	26.25	2270.62
1981 08 28 12	46310.40	0.01	467.65	0.00	26.32	26.32	2258.82
1981 08 29 12	45964.80	0.31	362.50	0.00	27.17	27.17	2619.71
1981 08 30 12	45964.80	3.96	347.33	0.00	26.88	26.88	2774.10
1981 08 31 12	45964.80	3.86	333.89	0.00	26.63	26.63	2714.66
1981 09 01 12	45619.20	5.44	298.54	0.00	26.95	26.95	2754.99
1981 09 02 12	45619.20	2.67	258.04	0.00	26.23	26.23	2605.74
1981 09 03 12	45334.21	2.93	319.10	0.00	25.67	25.67	2661.95
1981 09 04 12	45273.60	0.23	275.23	0.00	25.77	25.77	2606.38
1981 09 05 12	45273.60	0.00	434.97	0.00	26.83	26.83	2452.13
1981 09 06 12	44928.00	0.39	388.31	0.00	26.96	26.96	2492.59
1981 09 07 12	44928.00	0.39	369.66	0.00	27.34	27.34	2624.18
1981 09 08 12	44928.00	0.00	291.74	0.00	24.60	24.60	2225.57
1981 09 09 12	44582.40	0.00	546.64	0.00	21.34	21.34	1649.04
1981 09 10 12	44582.40	0.00	538.82	0.00	20.77	20.77	1433.61
1981 09 11 12	44582.40	0.03	531.69	0.00	23.55	23.55	1625.99
1981 09 12 12	44236.80	0.07	495.04	0.00	25.70	25.70	2016.37
1981 09 13 12	44236.80	3.64	380.50	0.00	26.32	26.32	2240.61
1981 09 14 12	43891.20	5.70	289.64	0.00	26.20	26.20	2536.82
1981 09 15 12	43891.20	8.14	277.69	0.00	24.46	24.46	2534.21
1981 09 16 12	43891.20	1.55	501.88	0.00	23.15	23.15	2094.68
1981 09 17 12	43545.60	0.00	515.95	0.00	18.40	18.40	1355.39
1981 09 18 12	43545.60	0.00	479.88	0.00	14.13	14.13	1031.84
1981 09 19 12	43545.60	0.00	523.18	0.00	15.64	15.64	1048.52
1981 09 20 12	43200.00	0.00	528.47	0.00	17.09	17.09	1086.45
1981 09 21 12	43200.00	0.00	523.64	0.00	18.49	18.49	1221.00
1981 09 22 12	42854.40	0.00	513.23	0.00	20.91	20.91	1370.61
1981 09 23 12	42854.40	0.00	502.78	0.00	24.41	24.41	1814.21
1981 09 24 12	42854.40	0.00	494.48	0.00	20.25	20.25	1333.14
1981 09 25 12	42508.80	0.00	495.48	0.00	22.33	22.33	1658.56
1981 09 26 12	42508.80	0.00	491.07	0.00	24.30	24.30	1976.23
1981 09 27 12	42508.80	0.00	451.56	0.00	23.86	23.86	1884.43
1981 09 28 12	42163.20	0.00	458.00	0.00	26.03	26.03	1939.69
1981 09 29 12	42163.20	0.00	499.08	0.00	20.61	20.61	1207.19
1981 09 30 12	41817.60	0.00	498.74	0.00	22.14	22.14	1289.19
1981 10 01 12	41817.60	0.00	504.43	0.00	23.75	23.75	1714.47
1981 10 02 12	41817.60	0.00	522.37	0.00	20.31	20.31	1360.41
1981 10 03 12	41472.00	0.00	526.68	0.00	11.46	11.46	782.64
1981 10 04 12	41472.00	0.00	498.97	0.00	16.83	16.83	938.85
1981 10 05 12	41472.00	0.21	428.89	0.00	21.10	21.10	1547.63
1981 10 06 12	41126.40	0.21	317.06	0.00	23.33	23.33	1972.99
1981 10 07 12	41126.40	1.08	200.31	0.00	18.85	18.85	1463.99
1981 10 08 12	41065.79	7.13	113.40	0.00	13.61	13.61	1211.27
1981 10 09 12	40780.80	18.19	127.96	0.00	14.68	14.68	1542.96
1981 10 10 12	40780.80	11.18	227.56	0.00	16.39	16.39	1669.31
1981 10 11 12	40435.20	0.00	467.72	0.00	18.60	18.60	1702.32
1981 10 12 12	40435.20	0.00	342.17	0.00	19.59	19.59	1669.19
1981 10 13 12	40435.20	0.06	438.92	0.00	19.10	19.10	1394.59
1981 10 14 12	40089.60	0.01	210.29	0.00	16.19	16.19	1134.69
1981 10 15 12	40089.60	0.06	234.26	0.00	19.01	19.01	1565.00
1981 10 16 12	40089.60	0.00	374.06	0.00	21.81	21.81	1727.38
1981 10 17 12	39744.00	0.48	242.07	0.00	21.27	21.27	1764.45
1981 10 18 12	39744.00	13.79	359.25	0.00	19.98	19.98	1714.46
1981 10 19 12	39744.00	0.01	479.42	0.00	9.85	9.85	680.00
1981 10 20 12	39398.40	0.00	475.44	0.00	10.88	10.88	639.68
1981 10 21 12	39398.40	0.00	448.94	0.00	13.42	13.42	820.36
1981 10 22 12	39398.40	1.57	147.84	0.00	17.88	17.88	1489.19
1981 10 23 12	39052.80	13.46	288.87	0.00	14.21	14.21	1367.19
1981 10 24 12	39052.80	0.58	447.40	0.00	6.03	6.03	524.09
1981 10 25 12	39052.80	28.86	162.29	0.00	10.56	10.56	1179.39
1981 10 26 12	38707.20	16.78	230.33	0.00	15.08	15.08	1559.81
1981 10 27 12	38707.20	1.17	434.02	0.00	13.17	13.17	1239.48
1981 10 28 12	38707.20	0.04	436.14	0.00	13.24	13.24	1055.81
1981 10 29 12	38361.60	0.00	413.27	0.00	15.91	15.91	1220.30
1981 10 30 12	38361.60	0.00	428.37	0.00	17.11	17.11	1377.35
1981 10 31 12	38361.60	0.00	238.89	0.00	18.02	18.02	1480.38
1981 11 01 12	38016.00	0.00	169.41	0.00	19.05	19.05	1548.14
1981 11 02 12	38016.00	0.00	340.03	0.00	19.23	19.23	1584.45
1981 11 03 12	38016.00	0.00	350.10	0.00	19.20	19.20	1539.47
1981 11 04 12	37749.06	6.29	196.58	0.00	20.28	20.28	1668.47
1981 11 05 12	37670.40	0.40	295.93	0.00	21.30	21.30	1811.27
1981 11 06 12	37670.40	0.04	379.36	0.00	15.60	15.60	1197.86
1981 11 07 12	37660.83	0.00	380.27	0.00	10.37	10.37	698.91
1981 11 08 12	37324.80	0.00	372.63	0.00	12.71	12.71	778.91
1981 11 09 12	37324.80	0.00	153.12	0.00	13.76	13.76	1041.72
1981 11 10 12	37324.80	0.00	357.83	0.00	14.81	14.81	1145.50
1981 11 11 12	37132.62	0.00	373.44	0.00	11.58	11.58	885.39
1981 11 12 12	36979.20	0.00	371.14	0.00	10.83	10.83	762.08
1981 11 13 12	36979.20	0.00	345.72	0.00	12.00	12.00	734.38
1981 11 14 12	36979.20	0.00	362.47	0.00	12.09	12.09	710.01
1981 11 15 12	36712.26	0.00	333.84	0.00	13.36	13.36	777.62
1981 11 16 12	36633.60	0.83	335.10	0.00	14.28	14.28	1081.45
1981 11 17 12	36633.60	0.02	360.41	0.00	12.07	12.07	759.54
1981 11 18 12	36633.60	0.32	353.69	0.00	13.08	13.08	684.56
1981 11 19 12	36441.43	2.57	327.30	0.00	17.40	17.40	1434.30
1981 11 20 12	36288.00	0.87	237.83	0.00	9.55	9.55	852.01
1981 11 21 12	36288.00	0.00	351.89	0.00	3.80	3.80	464.16
1981 11 22 12	36288.00	0.07	323.08	0.00	5.54	5.54	450.44
1981 11 23 12	36278.43	0.03	257.57	0.00	8.66	8.66	687.07
1981 11 24 12	36021.06	4.35	346.37	0.00	12.30	12.30	1039.98
1981 11 25 12	35942.40	0.00	343.74	0.00	8.32	8.32	733.70
1981 11 26 12	35942.40	0.00	331.95	0.00	13.74	13.74	1089.53
1981 11 27 12	35942.40	14.44	201.25	0.00	17.88	17.88	1739.79
1981 11 28 12	35942.40	0.26	246.39	0.00	12.28	12.28	1060.04
1981 11 29 12	35819.48	3.54	76.52	0.00	7.78	7.78	729.94
1981 11 30 12	35613.81	27.05	153.16	0.00	10.40	10.40	1177.32
1981 12 01 12	35596.80	20.80	321.17	0.00	14.56	14.56	1300.16
1981 12 02 12	35596.80	0.00	314.27	0.00	8.01	8.01	719.82
1981 12 03 12	35596.80	0.00	283.91	0.00	7.39	7.39	630.77
1981 12 04 12	35596.80	0.00	273.05	0.00	6.94	6.94	674.88
1981 12 05 12	35596.80	0.00	323.78	0.00	4.72	4.72	540.00
1981 12 06 12	35473.89	0.00	279.44	0.00	5.43	5.43	506.76
1981 12 07 12	35329.86	0.00	296.78	0.00	8.87	8.87	671.10
1981 12 08 12	35251.20	0.00	318.64	0.00	13.78	13.78	1012.62
1981 12 09 12	35251.20	0.00	318.15	0.00	5.45	5.45	516.54
1981 12 10 12	35251.20	0.21	321.06	0.00	0.75	0.75	432.99
1981 12 11 12	35251.20	0.55	117.75	0.00	0.03	0.03	367.85
1981 12 12 12	35251.20	3.16	237.09	0.00	4.44	4.44	540.18
1981 12 13 12	35251.20	0.23	129.65	0.00	6.81	6.81	738.42
1981 12 14 12	35251.20	38.49	130.74	0.00	8.33	8.33	990.88
1981 12 15 12	35251.20	0.20	165.02	0.00	6.65	6.65	789.22
