  33.71
 165.00
 577320463
Year Mnth Day Hr	Dayl(s)	PRCP(mm/day)	SRAD(W/m2)	SWE(mm)	Tmax(C)	Tmin(C)	Vp(Pa)
1980 12 23 12	35251.20	3.97	210.10	0.00	1.35	1.35	509.76
1980 12 24 12	35251.20	1.88	200.14	0.00	7.65	7.65	732.86
1980 12 25 12	35251.20	0.18	332.58	0.00	3.76	3.76	455.04
1980 12 26 12	35251.20	0.00	279.24	0.00	0.82	0.82	396.82
1980 12 27 12	35251.20	0.00	239.85	0.00	-0.08	-0.08	424.56
1980 12 28 12	35251.20	0.00	304.71	0.00	0.82	0.82	428.61
1980 12 29 12	35251.20	0.00	331.07	0.00	3.80	3.80	474.05
1980 12 30 12	35251.20	0.00	318.73	0.00	6.39	6.39	556.48
1980 12 31 12	35251.20	0.00	278.81	0.00	3.67	3.67	512.69
1981 01 01 12	35251.20	0.00	326.71	0.00	5.20	5.20	530.25
1981 01 02 12	35251.20	0.00	316.55	0.00	4.93	4.93	504.81
1981 01 03 12	35268.21	0.00	328.46	0.00	3.77	3.77	464.00
1981 01 04 12	35404.62	0.00	333.40	0.00	4.90	4.90	459.65
1981 01 05 12	35536.19	0.00	308.45	0.00	0.20	0.20	353.97
1981 01 06 12	35596.80	10.96	265.48	0.00	-0.97	-0.97	380.08
1981 01 07 12	35596.80	3.65	242.99	0.00	2.41	2.41	518.14
1981 01 08 12	35596.80	0.00	348.43	0.00	-0.16	-0.16	399.10
1981 01 09 12	35596.80	0.00	375.01	0.00	1.42	1.42	398.58
1981 01 10 12	35596.80	0.00	378.78	0.00	2.64	2.64	397.89
1981 01 11 12	35675.46	0.00	332.88	0.00	-1.91	-1.91	305.38
1981 01 12 12	35932.83	0.00	364.90	0.00	-4.91	-4.91	246.25
1981 01 13 12	35942.40	0.00	371.52	0.00	-4.56	-4.56	254.21
1981 01 14 12	35942.40	0.00	395.79	0.00	-0.51	-0.51	323.35
1981 01 15 12	35942.40	0.00	391.37	0.00	3.92	3.92	427.28
1981 01 16 12	35942.40	0.00	390.91	0.00	3.51	3.51	411.87
1981 01 17 12	36165.09	0.00	376.69	0.00	0.42	0.42	341.11
1981 01 18 12	36288.00	0.00	382.53	0.00	-2.58	-2.58	286.11
1981 01 19 12	36288.00	0.53	314.14	0.00	0.19	0.19	336.59
1981 01 20 12	36288.00	13.87	314.43	0.00	4.42	4.42	464.95
1981 01 21 12	36305.01	4.65	126.25	0.00	5.35	5.35	659.66
1981 01 22 12	36624.03	0.03	191.76	0.00	3.80	3.80	666.91
1981 01 23 12	36633.60	0.00	211.54	0.00	3.99	3.99	634.75
1981 01 24 12	36633.60	0.00	382.14	0.00	3.07	3.07	498.99
1981 01 25 12	36633.60	0.00	395.75	0.00	5.82	5.82	517.69
1981 01 26 12	36918.59	0.00	386.93	0.00	8.65	8.65	647.60
1981 01 27 12	36979.20	0.42	240.10	0.00	12.79	12.79	915.98
1981 01 28 12	36979.20	0.14	388.01	0.00	7.27	7.27	594.74
1981 01 29 12	36979.20	0.00	397.46	0.00	6.13	6.13	510.74
1981 01 30 12	37315.23	0.43	314.66	0.00	7.18	7.18	562.71
1981 01 31 12	37324.80	0.76	275.53	0.00	7.30	7.30	633.60
1981 02 01 12	37324.80	22.21	224.39	0.00	7.34	7.34	686.31
1981 02 02 12	37403.46	7.34	402.50	0.00	4.25	4.25	464.43
1981 02 03 12	37670.40	0.00	360.37	0.00	-2.74	-2.74	278.37
1981 02 04 12	37670.40	0.00	393.86	0.00	-3.84	-3.84	273.75
1981 02 05 12	37670.40	0.51	325.49	0.00	-0.69	-0.69	341.35
1981 02 06 12	38006.43	0.17	339.98	0.00	-0.21	-0.21	412.26
1981 02 07 12	38016.00	0.12	270.37	0.00	5.25	5.25	638.19
1981 02 08 12	38016.00	0.04	298.31	0.00	6.78	6.78	662.05
1981 02 09 12	38238.69	14.63	334.72	0.00	2.97	2.97	443.54
1981 02 10 12	38361.60	29.26	327.95	0.00	3.87	3.87	454.68
1981 02 11 12	38361.60	8.24	360.02	0.00	4.45	4.45	426.48
1981 02 12 12	38440.26	0.04	384.93	0.00	-4.08	-4.08	248.36
1981 02 13 12	38707.20	0.00	444.04	0.00	-4.74	-4.74	271.02
1981 02 14 12	38707.20	0.00	372.96	0.00	2.37	2.37	501.40
1981 02 15 12	38724.21	1.77	319.29	0.00	6.45	6.45	675.87
1981 02 16 12	39052.80	3.98	286.70	0.00	10.26	10.26	902.80
1981 02 17 12	39052.80	5.31	192.38	0.00	13.26	13.26	1179.30
1981 02 18 12	39069.81	2.10	224.51	0.00	13.81	13.81	1220.67
1981 02 19 12	39398.40	0.24	366.02	0.00	14.68	14.68	1146.90
1981 02 20 12	39398.40	0.00	433.44	0.00	13.15	13.15	903.78
1981 02 21 12	39415.41	1.97	345.86	0.00	11.26	11.26	740.65
1981 02 22 12	39744.00	1.93	340.39	0.00	11.86	11.86	748.42
1981 02 23 12	39744.00	0.42	436.18	0.00	11.13	11.13	713.81
1981 02 24 12	39897.43	0.00	467.16	0.00	7.65	7.65	554.10
1981 02 25 12	40089.60	0.00	472.58	0.00	8.94	8.94	562.83
1981 02 26 12	40089.60	0.00	475.88	0.00	11.14	11.14	643.78
1981 02 27 12	40425.63	0.00	465.84	0.00	14.42	14.42	818.30
1981 02 28 12	40435.20	1.32	347.91	0.00	16.23	16.23	959.61
1981 03 01 12	40435.20	5.21	335.69	0.00	15.39	15.39	934.88
1981 03 02 12	40780.80	1.59	398.64	0.00	9.46	9.46	701.75
1981 03 03 12	40780.80	0.06	429.71	0.00	7.92	7.92	634.64
1981 03 04 12	40780.80	24.95	344.01	0.00	9.49	9.49	736.66
1981 03 05 12	41126.40	8.31	267.27	0.00	12.05	12.05	944.67
1981 03 06 12	41126.40	0.00	460.13	0.00	7.78	7.78	668.73
1981 03 07 12	41126.40	0.00	462.14	0.00	7.88	7.88	625.90
1981 03 08 12	41472.00	0.00	443.60	0.00	7.71	7.71	622.39
1981 03 09 12	41472.00	0.00	489.00	0.00	6.71	6.71	542.15
1981 03 10 12	41817.60	0.00	493.76	0.00	6.54	6.54	505.64
1981 03 11 12	41817.60	0.00	503.95	0.00	7.46	7.46	520.88
1981 03 12 12	41817.60	0.00	507.45	0.00	7.67	7.67	521.27
1981 03 13 12	42163.20	0.00	507.82	0.00	7.93	7.93	543.26
1981 03 14 12	42163.20	0.00	511.92	0.00	10.26	10.26	603.26
1981 03 15 12	42163.20	6.44	388.62	0.00	8.93	8.93	581.04
1981 03 16 12	42508.80	2.15	512.52	0.00	10.13	10.13	601.23
1981 03 17 12	42508.80	1.99	387.75	0.00	7.42	7.42	542.09
1981 03 18 12	42844.83	6.73	393.16	0.00	9.58	9.58	594.51
1981 03 19 12	42854.40	2.07	436.60	0.00	8.55	8.55	555.60
1981 03 20 12	42854.40	0.02	484.18	0.00	5.82	5.82	514.65
1981 03 21 12	43200.00	23.90	387.71	0.00	6.96	6.96	587.71
1981 03 22 12	43200.00	8.91	379.44	0.00	11.05	11.05	760.49
1981 03 23 12	43200.00	0.31	287.61	0.00	8.98	8.98	758.58
1981 03 24 12	43545.60	0.00	477.29	0.00	5.58	5.58	578.75
1981 03 25 12	43545.60	0.00	535.36	0.00	7.80	7.80	578.02
1981 03 26 12	43555.17	0.00	534.89	0.00	9.29	9.29	620.33
1981 03 27 12	43891.20	0.00	540.79	0.00	10.79	10.79	682.90
1981 03 28 12	43891.20	0.00	539.99	0.00	13.73	13.73	835.69
1981 03 29 12	44236.80	62.43	390.05	0.00	16.74	16.74	1107.43
1981 03 30 12	44236.80	21.06	404.14	0.00	18.86	18.86	1381.85
1981 03 31 12	44236.80	21.45	394.24	0.00	16.68	16.68	1159.37
1981 04 01 12	44582.40	7.16	527.04	0.00	18.18	18.18	1115.64
1981 04 02 12	44582.40	0.01	552.92	0.00	15.36	15.36	899.60
1981 04 03 12	44582.40	0.00	552.66	0.00	16.26	16.26	998.49
1981 04 04 12	44928.00	20.61	381.26	0.00	19.08	19.08	1261.14
1981 04 05 12	44928.00	6.87	532.21	0.00	17.36	17.36	1067.70
1981 04 06 12	45273.60	0.00	535.21	0.00	12.22	12.22	828.60
1981 04 07 12	45273.60	0.00	521.66	0.00	14.20	14.20	990.71
1981 04 08 12	45273.60	0.04	417.27	0.00	15.95	15.95	1140.46
1981 04 09 12	45619.20	0.01	430.15	0.00	16.78	16.78	1303.52
1981 04 10 12	45619.20	0.00	424.42	0.00	18.70	18.70	1489.56
1981 04 11 12	45619.20	0.00	504.75	0.00	20.12	20.12	1494.51
1981 04 12 12	45964.80	0.00	500.59	0.00	20.78	20.78	1506.51
1981 04 13 12	45964.80	0.00	470.37	0.00	20.43	20.43	1525.43
1981 04 14 12	45974.37	0.00	516.97	0.00	20.63	20.63	1495.19
1981 04 15 12	46310.40	0.00	525.34	0.00	21.23	21.23	1487.16
1981 04 16 12	46310.40	0.00	453.65	0.00	20.08	20.08	1543.18
1981 04 17 12	46502.57	2.07	308.67	0.00	20.71	20.71	1733.91
1981 04 18 12	46656.00	0.77	352.89	0.00	20.82	20.82	1685.06
1981 04 19 12	46656.00	0.03	488.33	0.00	21.30	21.30	1675.28
1981 04 20 12	46984.59	0.61	403.59	0.00	22.48	22.48	1770.45
1981 04 21 12	47001.60	0.20	488.23	0.00	19.37	19.37	1451.66
1981 04 22 12	47001.60	0.03	376.85	0.00	17.97	17.97	1417.11
1981 04 23 12	47330.19	5.77	246.29	0.00	17.24	17.24	1446.70
1981 04 24 12	47347.20	1.92	506.21	0.00	16.86	16.86	1237.10
1981 04 25 12	47347.20	0.00	578.28	0.00	14.98	14.98	977.08
1981 04 26 12	47675.79	0.00	573.63	0.00	16.12	16.12	1018.72
1981 04 27 12	47692.80	0.00	579.73	0.00	17.86	17.86	1094.41
1981 04 28 12	47692.80	0.00	558.83	0.00	18.98	18.98	1178.39
1981 04 29 12	47959.74	2.30	414.11	0.00	20.25	20.25	1400.99
1981 04 30 12	48038.40	0.77	499.35	0.00	21.58	21.58	1576.12
1981 05 01 12	48038.40	0.01	479.03	0.00	19.93	19.93	1374.11
1981 05 02 12	48161.31	0.00	564.35	0.00	15.53	15.53	1016.89
1981 05 03 12	48384.00	0.00	584.55	0.00	14.86	14.86	940.71
1981 05 04 12	48384.00	0.00	586.61	0.00	16.20	16.20	1045.92
1981 05 05 12	48393.57	2.96	417.39	0.00	19.46	19.46	1377.66
1981 05 06 12	48729.60	0.99	465.45	0.00	20.92	20.92	1570.14
1981 05 07 12	48729.60	0.00	363.39	0.00	18.83	18.83	1523.12
1981 05 08 12	48729.60	0.00	368.32	0.00	17.09	17.09	1429.31
1981 05 09 12	48996.54	0.08	435.10	0.00	17.78	17.78	1415.26
1981 05 10 12	49075.20	0.94	345.35	0.00	19.03	19.03	1446.57
1981 05 11 12	49075.20	0.30	566.89	0.00	15.90	15.90	1055.78
1981 05 12 12	49084.77	0.00	530.67	0.00	12.53	12.53	880.57
1981 05 13 12	49420.80	0.04	516.42	0.00	14.50	14.50	977.99
1981 05 14 12	49420.80	0.01	573.22	0.00	18.83	18.83	1165.54
1981 05 15 12	49420.80	0.00	578.26	0.00	17.49	17.49	1077.17
1981 05 16 12	49481.41	0.51	400.82	0.00	14.99	14.99	1066.40
1981 05 17 12	49766.40	5.97	395.77	0.00	16.14	16.14	1216.46
1981 05 18 12	49766.40	27.47	405.09	0.00	19.28	19.28	1460.77
1981 05 19 12	49766.40	9.91	378.96	0.00	22.14	22.14	1644.87
1981 05 20 12	49775.97	0.47	526.30	0.00	18.47	18.47	1248.30
1981 05 21 12	50094.99	0.00	506.75	0.00	13.51	13.51	978.17
1981 05 22 12	50112.00	0.00	593.72	0.00	15.46	15.46	1010.64
1981 05 23 12	50112.00	0.00	586.06	0.00	18.71	18.71	1189.57
1981 05 24 12	50112.00	0.00	555.01	0.00	20.83	20.83	1488.59
1981 05 25 12	50234.91	6.61	356.64	0.00	23.58	23.58	1916.12
1981 05 26 12	50457.60	16.92	332.78	0.00	23.13	23.13	1917.00
1981 05 27 12	50457.60	4.91	355.50	0.00	20.98	20.98	1715.04
1981 05 28 12	50457.60	0.00	521.95	0.00	19.43	19.43	1484.00
1981 05 29 12	50457.60	0.07	408.77	0.00	21.02	21.02	1642.39
1981 05 30 12	50467.17	0.02	499.63	0.00	24.11	24.11	1959.69
1981 05 31 12	50724.54	11.38	368.29	0.00	25.48	25.48	2174.69
1981 06 01 12	50803.20	6.69	350.38	0.00	25.82	25.82	2254.00
1981 06 02 12	50803.20	7.66	279.61	0.00	24.42	24.42	2217.63
1981 06 03 12	50803.20	17.57	358.19	0.00	24.32	24.32	2114.42
1981 06 04 12	50803.20	5.11	471.81	0.00	24.86	24.86	2108.41
1981 06 05 12	50803.20	0.00	463.29	0.00	25.21	25.21	2206.09
1981 06 06 12	50812.77	0.92	395.60	0.00	26.77	26.77	2393.38
1981 06 07 12	50995.38	0.83	384.69	0.00	26.79	26.79	2351.24
1981 06 08 12	51131.79	0.18	448.70	0.00	26.10	26.10	2263.36
1981 06 09 12	51148.80	0.00	500.74	0.00	26.39	26.39	2234.82
1981 06 10 12	51148.80	0.05	453.90	0.00	26.99	26.99	2351.43
1981 06 11 12	51148.80	11.09	348.44	0.00	27.41	27.41	2449.97
1981 06 12 12	51148.80	3.85	424.43	0.00	25.96	25.96	2300.51
1981 06 13 12	51148.80	0.09	447.70	0.00	26.70	26.70	2387.22
1981 06 14 12	51148.80	0.01	466.17	0.00	27.91	27.91	2472.12
1981 06 15 12	51148.80	0.00	502.57	0.00	27.20	27.20	2294.58
1981 06 16 12	51148.80	0.00	522.40	0.00	26.97	26.97	2198.68
1981 06 17 12	51148.80	0.00	521.06	0.00	27.02	27.02	2112.01
1981 06 18 12	51148.80	0.00	548.08	0.00	24.24	24.24	1792.32
1981 06 19 12	51148.80	0.03	507.81	0.00	24.07	24.07	1790.72
1981 06 20 12	51148.80	0.01	543.47	0.00	26.14	26.14	1969.27
1981 06 21 12	51148.80	0.00	532.11	0.00	26.60	26.60	2080.65
1981 06 22 12	51148.80	0.00	525.66	0.00	27.88	27.88	2239.01
1981 06 23 12	51148.80	0.00	523.27	0.00	28.32	28.32	2265.96
1981 06 24 12	51148.80	0.00	530.15	0.00	27.91	27.91	2236.93
1981 06 25 12	51148.80	14.28	393.83	0.00	28.55	28.55	2336.11
1981 06 26 12	51148.80	4.76	526.87	0.00	27.81	27.81	2090.39
1981 06 27 12	51148.80	0.02	550.21	0.00	23.61	23.61	1651.73
1981 06 28 12	51148.80	1.87	413.69	0.00	24.87	24.87	1843.45
1981 06 29 12	51148.80	4.70	386.12	0.00	26.48	26.48	2013.57
1981 06 30 12	51148.80	1.53	474.06	0.00	23.50	23.50	1755.43
1981 07 01 12	51148.80	26.82	398.15	0.00	24.56	24.56	1924.98
1981 07 02 12	51148.80	11.19	305.98	0.00	25.20	25.20	2154.67
1981 07 03 12	51148.80	0.76	402.92	0.00	23.56	23.56	1994.44
1981 07 04 12	51148.80	0.00	475.43	0.00	24.79	24.79	2026.35
1981 07 05 12	51070.14	12.11	335.62	0.00	25.86	25.86	2231.67
1981 07 06 12	50926.11	5.76	287.58	0.00	25.51	25.51	2267.09
1981 07 07 12	50803.20	0.58	483.50	0.00	25.40	25.40	2076.40
1981 07 08 12	50803.20	0.00	514.28	0.00	26.71	26.71	2114.12
1981 07 09 12	50803.20	0.00	508.80	0.00	28.01	28.01	2239.64
1981 07 10 12	50803.20	0.62	450.27	0.00	28.28	28.28	2298.51
1981 07 11 12	50803.20	0.21	503.17	0.00	28.04	28.04	2238.89
1981 07 12 12	50786.19	0.00	505.81	0.00	27.99	27.99	2232.41
1981 07 13 12	50580.52	0.00	502.99	0.00	28.37	28.37	2285.20
1981 07 14 12	50457.60	0.00	506.63	0.00	28.78	28.78	2321.70
1981 07 15 12	50457.60	0.00	508.12	0.00	29.20	29.20	2348.84
1981 07 16 12	50457.60	0.00	507.87	0.00	29.32	29.32	2359.20
1981 07 17 12	50457.60	0.00	507.79	0.00	29.77	29.77	2358.06
1981 07 18 12	50378.94	0.00	531.06	0.00	28.91	28.91	2222.03
1981 07 19 12	50121.57	0.36	411.02	0.00	29.31	29.31	2379.67
1981 07 20 12	50112.00	0.24	387.49	0.00	29.65	29.65	2411.32
1981 07 21 12	50112.00	0.04	528.93	0.00	29.10	29.10	2189.56
1981 07 22 12	50112.00	0.00	518.78	0.00	27.66	27.66	2060.18
1981 07 23 12	49958.57	0.00	538.26	0.00	27.32	27.32	2023.51
1981 07 24 12	49766.40	22.71	399.16	0.00	28.23	28.23	2182.79
1981 07 25 12	49766.40	8.04	511.22	0.00	29.25	29.25	2231.76
1981 07 26 12	49766.40	0.25	462.71	0.00	28.39	28.39	2285.26
1981 07 27 12	49687.74	0.03	495.62	0.00	28.44	28.44	2339.99
1981 07 28 12	49420.80	0.00	500.83	0.00	28.91	28.91	2416.78
1981 07 29 12	49420.80	4.55	359.60	0.00	29.31	29.31	2504.12
1981 07 30 12	49420.80	1.52	505.17	0.00	27.40	27.40	2167.23
1981 07 31 12	49267.38	0.00	473.38	0.00	25.88	25.88	2067.04
1981 08 01 12	49075.20	0.00	455.57	0.00	24.89	24.89	2039.58
1981 08 02 12	49075.20	0.00	457.36	0.00	25.01	25.01	2052.20
1981 08 03 12	49075.20	0.00	506.46	0.00	25.51	25.51	2022.94
1981 08 04 12	48739.17	0.06	471.08	0.00	27.03	27.03	2166.75
1981 08 05 12	48729.60	4.80	374.11	0.00	28.80	28.80	2431.82
1981 08 06 12	48729.60	7.81	361.35	0.00	29.06	29.06	2496.81
1981 08 07 12	48650.94	13.49	363.49	0.00	28.20	28.20	2374.07
1981 08 08 12	48384.00	3.82	463.25	0.00	26.34	26.34	2135.29
1981 08 09 12	48384.00	0.00	509.83	0.00	25.04	25.04	1936.60
1981 08 10 12	48384.00	0.04	503.14	0.00	25.27	25.27	1950.53
1981 08 11 12	48038.40	9.33	363.20	0.00	26.61	26.61	2208.18
1981 08 12 12	48038.40	4.21	372.00	0.00	26.53	26.53	2214.46
1981 08 13 12	48038.40	0.37	487.97	0.00	26.69	26.69	2174.31
1981 08 14 12	47692.80	0.10	479.76	0.00	26.84	26.84	2177.29
1981 08 15 12	47692.80	0.03	501.67	0.00	27.28	27.28	2211.23
1981 08 16 12	47692.80	19.93	370.79	0.00	27.85	27.85	2324.25
1981 08 17 12	47347.20	13.66	372.30	0.00	27.91	27.91	2319.30
1981 08 18 12	47347.20	17.09	316.30	0.00	26.17	26.17	2257.12
1981 08 19 12	47347.20	5.68	261.91	0.00	23.73	23.73	2164.91
1981 08 20 12	47001.60	9.77	181.32	0.00	22.45	22.45	2168.55
1981 08 21 12	47001.60	4.33	215.80	0.00	22.11	22.11	2117.55
1981 08 22 12	47001.60	0.39	397.77	0.00	22.52	22.52	1997.38
1981 08 23 12	46656.00	0.08	410.13	0.00	22.70	22.70	1945.83
1981 08 24 12	46656.00	0.03	477.93	0.00	23.52	23.52	1930.79
1981 08 25 12	46656.00	0.00	496.18	0.00	24.33	24.33	1950.85
1981 08 26 12	46310.40	2.03	396.31	0.00	25.71	25.71	2072.42
1981 08 27 12	46310.40	0.68	508.49	0.00	25.49	25.49	1961.82
1981 08 28 12	46310.40	0.00	488.89	0.00	24.74	24.74	1945.72
1981 08 29 12	45964.80	1.15	361.29	0.00	24.79	24.79	2066.19
1981 08 30 12	45964.80	0.38	467.34	0.00	26.13	26.13	2194.19
1981 08 31 12	45964.80	2.73	336.14	0.00	26.20	26.20	2268.49
1981 09 01 12	45619.20	1.71	371.62	0.00	25.72	25.72	2223.29
1981 09 02 12	45619.20	1.44	319.35	0.00	25.34	25.34	2198.04
1981 09 03 12	45334.21	2.54	332.95	0.00	24.31	24.31	2067.17
1981 09 04 12	45273.60	0.72	410.96	0.00	23.78	23.78	1967.24
1981 09 05 12	45273.60	0.00	494.88	0.00	22.91	22.91	1783.65
1981 09 06 12	44928.00	0.58	388.43	0.00	24.06	24.06	1869.57
1981 09 07 12	44928.00	0.19	499.38	0.00	23.84	23.84	1810.84
1981 09 08 12	44928.00	0.00	464.94	0.00	25.05	25.05	1884.58
1981 09 09 12	44582.40	0.00	524.67	0.00	21.02	21.02	1403.11
1981 09 10 12	44582.40	0.00	530.66	0.00	19.42	19.42	1243.38
1981 09 11 12	44582.40	0.00	525.68	0.00	20.85	20.85	1346.04
1981 09 12 12	44236.80	0.00	513.13	0.00	22.96	22.96	1537.43
1981 09 13 12	44236.80	4.19	376.36	0.00	24.06	24.06	1780.44
1981 09 14 12	43891.20	4.71	349.71	0.00	25.80	25.80	2067.62
1981 09 15 12	43891.20	6.31	327.74	0.00	24.97	24.97	2032.75
1981 09 16 12	43891.20	1.74	390.51	0.00	21.82	21.82	1729.04
1981 09 17 12	43545.60	0.00	474.75	0.00	19.05	19.05	1350.45
1981 09 18 12	43545.60	0.00	517.71	0.00	14.91	14.91	961.86
1981 09 19 12	43545.60	0.00	520.36	0.00	13.21	13.21	843.26
1981 09 20 12	43200.00	0.00	525.67	0.00	13.90	13.90	868.26
1981 09 21 12	43200.00	0.00	516.31	0.00	16.12	16.12	980.20
1981 09 22 12	42854.40	0.00	514.62	0.00	17.65	17.65	1069.19
1981 09 23 12	42854.40	0.00	504.37	0.00	19.43	19.43	1158.79
1981 09 24 12	42854.40	0.00	505.17	0.00	18.68	18.68	1106.07
1981 09 25 12	42508.80	0.00	499.23	0.00	19.53	19.53	1217.17
1981 09 26 12	42508.80	0.00	475.67	0.00	22.04	22.04	1445.94
1981 09 27 12	42508.80	0.00	473.09	0.00	21.92	21.92	1452.02
1981 09 28 12	42163.20	0.00	469.48	0.00	22.26	22.26	1439.14
1981 09 29 12	42163.20	0.00	488.09	0.00	19.96	19.96	1215.58
1981 09 30 12	41817.60	0.00	490.03	0.00	20.49	20.49	1173.68
1981 10 01 12	41817.60	0.00	480.88	0.00	21.42	21.42	1250.85
1981 10 02 12	41817.60	0.00	465.40	0.00	22.06	22.06	1269.33
1981 10 03 12	41472.00	0.00	486.32	0.00	14.60	14.60	836.02
1981 10 04 12	41472.00	0.00	486.24	0.00	13.77	13.77	792.42
1981 10 05 12	41472.00	0.00	483.73	0.00	16.23	16.23	913.25
1981 10 06 12	41126.40	0.07	442.97	0.00	20.51	20.51	1215.52
1981 10 07 12	41126.40	3.93	324.18	0.00	20.60	20.60	1314.83
1981 10 08 12	41065.79	1.41	301.19	0.00	16.11	16.11	1179.22
1981 10 09 12	40780.80	26.66	269.31	0.00	17.17	17.17	1356.42
1981 10 10 12	40780.80	11.37	129.09	0.00	16.72	16.72	1486.36
1981 10 11 12	40435.20	0.83	237.75	0.00	17.50	17.50	1550.94
1981 10 12 12	40435.20	0.00	367.28	0.00	17.79	17.79	1403.52
1981 10 13 12	40435.20	0.00	366.06	0.00	18.34	18.34	1378.18
1981 10 14 12	40089.60	0.06	293.44	0.00	18.04	18.04	1350.33
1981 10 15 12	40089.60	0.02	343.37	0.00	17.86	17.86	1383.66
1981 10 16 12	40089.60	0.00	325.11	0.00	19.45	19.45	1586.85
1981 10 17 12	39744.00	11.13	262.60	0.00	21.16	21.16	1740.07
1981 10 18 12	39744.00	3.97	303.34	0.00	22.10	22.10	1649.30
1981 10 19 12	39744.00	0.09	414.09	0.00	13.10	13.10	884.50
1981 10 20 12	39398.40	0.00	437.38	0.00	8.85	8.85	637.39
1981 10 21 12	39398.40	0.00	439.67	0.00	10.53	10.53	706.24
1981 10 22 12	39398.40	11.81	314.89	0.00	14.82	14.82	963.07
1981 10 23 12	39052.80	5.25	287.68	0.00	16.66	16.66	1090.49
1981 10 24 12	39052.80	2.02	285.07	0.00	9.27	9.27	740.11
1981 10 25 12	39052.80	26.82	285.20	0.00	8.68	8.68	778.17
1981 10 26 12	38707.20	13.58	161.13	0.00	12.05	12.05	1062.21
1981 10 27 12	38707.20	1.61	310.96	0.00	12.05	12.05	1015.13
1981 10 28 12	38707.20	0.00	335.13	0.00	10.35	10.35	877.42
1981 10 29 12	38361.60	0.00	392.19	0.00	12.33	12.33	920.06
1981 10 30 12	38361.60	0.00	401.30	0.00	14.95	14.95	996.80
1981 10 31 12	38361.60	0.00	365.94	0.00	17.23	17.23	1205.48
1981 11 01 12	38016.00	0.00	346.63	0.00	17.56	17.56	1322.46
1981 11 02 12	38016.00	0.00	319.35	0.00	17.85	17.85	1388.58
1981 11 03 12	38016.00	0.00	353.37	0.00	17.66	17.66	1346.22
1981 11 04 12	37749.06	3.84	254.79	0.00	18.23	18.23	1397.00
1981 11 05 12	37670.40	1.36	284.06	0.00	18.25	18.25	1335.85
1981 11 06 12	37670.40	0.03	370.16	0.00	17.10	17.10	1125.57
1981 11 07 12	37660.83	0.00	379.18	0.00	12.88	12.88	830.79
1981 11 08 12	37324.80	0.00	391.70	0.00	11.16	11.16	693.64
1981 11 09 12	37324.80	0.00	380.35	0.00	11.51	11.51	729.99
1981 11 10 12	37324.80	0.00	365.76	0.00	12.73	12.73	839.02
1981 11 11 12	37132.62	0.00	367.63	0.00	13.08	13.08	829.54
1981 11 12 12	36979.20	0.00	368.35	0.00	10.61	10.61	709.66
1981 11 13 12	36979.20	0.00	374.02	0.00	10.14	10.14	656.55
1981 11 14 12	36979.20	0.00	367.30	0.00	8.92	8.92	617.50
1981 11 15 12	36712.26	0.33	277.50	0.00	9.62	9.62	645.34
1981 11 16 12	36633.60	0.12	364.24	0.00	10.59	10.59	661.52
1981 11 17 12	36633.60	0.00	361.67	0.00	10.36	10.36	645.16
1981 11 18 12	36633.60	0.00	364.50	0.00	9.68	9.68	609.25
1981 11 19 12	36441.43	1.58	270.22	0.00	11.28	11.28	694.71
1981 11 20 12	36288.00	0.53	350.91	0.00	13.92	13.92	765.16
1981 11 21 12	36288.00	0.00	334.42	0.00	4.14	4.14	441.64
1981 11 22 12	36288.00	0.00	341.26	0.00	2.35	2.35	413.55
1981 11 23 12	36278.43	4.55	263.10	0.00	5.37	5.37	497.30
1981 11 24 12	36021.06	1.52	348.01	0.00	8.45	8.45	579.82
1981 11 25 12	35942.40	0.00	339.18	0.00	8.07	8.07	592.99
1981 11 26 12	35942.40	3.10	254.53	0.00	9.66	9.66	765.43
1981 11 27 12	35942.40	9.81	196.89	0.00	17.08	17.08	1259.25
1981 11 28 12	35942.40	2.93	303.50	0.00	13.76	13.76	991.67
1981 11 29 12	35819.48	13.25	199.50	0.00	12.09	12.09	936.07
1981 11 30 12	35613.81	28.89	171.75	0.00	10.59	10.59	926.82
1981 12 01 12	35596.80	8.27	213.93	0.00	11.07	11.07	920.48
1981 12 02 12	35596.80	0.04	331.78	0.00	9.61	9.61	687.17
1981 12 03 12	35596.80	0.00	304.35	0.00	6.67	6.67	577.26
1981 12 04 12	35596.80	0.00	305.34	0.00	6.31	6.31	579.54
1981 12 05 12	35596.80	0.00	319.16	0.00	4.95	4.95	501.79
1981 12 06 12	35473.89	0.00	318.39	0.00	4.70	4.70	497.67
1981 12 07 12	35329.86	0.00	317.30	0.00	6.41	6.41	568.80
1981 12 08 12	35251.20	0.00	322.04	0.00	8.03	8.03	610.12
1981 12 09 12	35251.20	0.00	317.48	0.00	7.23	7.23	562.92
1981 12 10 12	35251.20	0.00	319.17	0.00	4.20	4.20	467.13
1981 12 11 12	35251.20	1.04	177.39	0.00	3.30	3.30	519.87
1981 12 12 12	35251.20	0.53	117.62	0.00	2.18	2.18	575.66
1981 12 13 12	35251.20	29.10	155.97	0.00	4.83	4.83	689.13
1981 12 14 12	35251.20	10.11	117.93	0.00	5.99	5.99	734.02
1981 12 15 12	35251.20	0.15	195.30	0.00	4.56	4.56	636.66
1981 12 16 12	35251.20	2.76	225.09	0.00	2.10	2.10	478.96
1981 12 17 12	35251.20	1.04	259.61	0.00	3.67	3.67	481.02
